key;gender;frequency;probability;yoform
фотиния;Ж;505;6.266429290188898e-06;фотиния
фотинья;Ж;99;1.228468316294457e-06;фотинья
хаврония;Ж;24;2.978105009198684e-07;хаврония
хавронья;Ж;92;1.1416069201928289e-06;хавронья
хариесса;Ж;25;3.1021927179152956e-07;хариесса
харита;Ж;202;2.506571716075559e-06;харита
харитина;Ж;862;1.069636049137194e-05;харитина
христиана;Ж;220;2.72992959176546e-06;христиана
христина;Ж;37000;0.00045912452225146374;христина
христинья;Ж;25;3.1021927179152956e-07;христинья
эвелина;Ж;41000;0.0005087596057381084;эвелина
эгина;Ж;201;2.4941629452038977e-06;эгина
элеонора;Ж;41000;0.0005087596057381084;элеонора
элла;Ж;45000;0.0005583946892247533;элла
эллада;Ж;4000;4.963508348664473e-05;эллада
эллина;Ж;10000;0.00012408770871661184;эллина
эльвира;Ж;216000;0.0026802945082788155;эльвира
эмилиана;Ж;58;7.197087105563486e-07;эмилиана
эмилия;Ж;679000;0.008425555421857944;эмилия
эмма;Ж;33000;0.00040948943876481904;эмма
энна;Ж;4000;4.963508348664473e-05;энна
эра;Ж;7000;8.686139610162828e-05;эра
эсфира;Ж;127;1.5759139007009702e-06;эсфира
эсфирь;Ж;438;5.435041641787598e-06;эсфирь
юдифь;Ж;102;1.2656946289094406e-06;юдифь
юлиана;Ж;43000;0.0005335771474814309;юлиана
юлиания;Ж;155;1.9233594851074834e-06;юлиания
юлия;Ж;2000000;0.024817541743322367;юлия
юния;Ж;511;6.340881915418865e-06;юния
юнона;Ж;6000;7.44526252299671e-05;юнона
юрия;Ж;3000;3.722631261498355e-05;юрия
юстина;Ж;2000;2.4817541743322365e-05;юстина
ядвига;Ж;4000;4.963508348664473e-05;ядвига
ярослава;Ж;107000;0.0013277384832677465;ярослава
абия;Ж;31;3.8467189702149665e-07;абия
авенира;Ж;3;3.722631261498355e-08;авенира
авива;Ж;231;2.8664260713537333e-06;авива
агапа;Ж;84;1.0423367532195393e-06;агапа
агафоклия;Ж;7;8.686139610162828e-08;агафоклия
агафоника;Ж;10;1.2408770871661184e-07;агафоника
агна;Ж;51000;0.0006328473144547204;агна
акила;М;115;1.427008650241036e-06;акила
амата;Ж;140;1.7372279220325656e-06;амата
ангел;Ж;81000;0.001005110440604556;ангел
анис;Ж;3000;3.722631261498355e-05;анис
антигона;Ж;44;5.45985918353092e-07;антигона
аргентея;Ж;14;1.7372279220325655e-07;аргентея
арис;Ж;1000;1.2408770871661182e-05;арис
арминия;Ж;26;3.2262804266319076e-07;арминия
баян;Ж;20000;0.0002481754174332237;баян
белослава;Ж;61;7.569350231713321e-07;белослава
братислава;Ж;14000;0.00017372279220325657;братислава
васена;Ж;401;4.975917119536135e-06;васёна
василисса;Ж;474;5.881757393167401e-06;василисса
василла;Ж;22;2.72992959176546e-07;василла
вевея;Ж;55;6.82482397941365e-07;вевея
велимира;Ж;89;1.1043806075778453e-06;велимира
венерия;Ж;13;1.6131402133159538e-07;венерия
венуста;Ж;10;1.2408770871661184e-07;венуста
вереника;Ж;52;6.452560853263815e-07;вереника
верона;Ж;76000;0.0009430665862462499;верона
вестита;Ж;20;2.4817541743322367e-07;вестита
вивея;Ж;149;1.8489068598775162e-06;вивея
вивиан;Ж;239;2.965696238327023e-06;вивиан
вивиана;Ж;141;1.7496366929042268e-06;вивиана
вила;Ж;83000;0.001029927982347878;вила
вилора;Ж;557;6.911685375515279e-06;вилора
воислава;Ж;29;3.598543552781743e-07;воислава
всеслава;Ж;904;1.1217528867981709e-05;всеслава
гаафа;Ж;3;3.722631261498355e-08;гаафа
гаиания;Ж;5;6.204385435830592e-08;гаиания
гали;Ж;10000;0.00012408770871661184;гали
гаяния;Ж;8;9.927016697328946e-08;гаяния
геласия;Ж;14;1.7372279220325655e-07;геласия
гемелла;Ж;18;2.233578756899013e-07;гемелла
гемина;Ж;14;1.7372279220325655e-07;гемина
гения;Ж;394;4.889055723434506e-06;гения
гера;Ж;17000;0.00021094910481824012;гера
глориоза;Ж;27;3.3503681353485196e-07;глориоза
голиндуха;Ж;14;1.7372279220325655e-07;голиндуха
гонеста;Ж;13;1.6131402133159538e-07;гонеста
густа;Ж;102;1.2656946289094406e-06;густа
деина;Ж;60;7.44526252299671e-07;деина
денница;Ж;49;6.080297727113979e-07;денница
диодора;Ж;87;1.0795630658345229e-06;диодора
диор;Ж;854;1.059709032439865e-05;диор
доброгнева;Ж;25;3.1021927179152956e-07;доброгнева
добромира;Ж;348;4.3182522633380915e-06;добромира
домнина;Ж;4000;4.963508348664473e-05;домнина
доната;Ж;328;4.070076845904868e-06;доната
доса;Ж;2000;2.4817541743322365e-05;доса
досифея;Ж;24;2.978105009198684e-07;досифея
дружина;Ж;4000;4.963508348664473e-05;дружина
дуклида;Ж;10;1.2408770871661184e-07;дуклида
евдокея;Ж;1;1.2408770871661183e-08;евдокея
евмения;Ж;1;1.2408770871661183e-08;евмения
евникия;Ж;3;3.722631261498355e-08;евникия
евномия;Ж;1;1.2408770871661183e-08;евномия
евсевия;Ж;5;6.204385435830592e-08;евсевия
евтихия;Ж;2;2.4817541743322366e-08;евтихия
елис;Ж;45;5.583946892247532e-07;елис
ермиония;Ж;2;2.4817541743322366e-08;ермиония
есфирь;Ж;32;3.9708066789315785e-07;есфирь
заря;Ж;3200;3.9708066789315784e-05;заря
илия;Ж;300;3.7226312614983547e-06;илия
индис;Ж;1;1.2408770871661183e-08;индис
иовилла;Ж;1;1.2408770871661183e-08;иовилла
иола;Ж;28;3.474455844065131e-07;иола
иона;М;200;2.4817541743322365e-06;иона
ипполита;Ж;4;4.963508348664473e-08;ипполита
ириней;М;11;1.36496479588273e-07;ириней
иулитта;Ж;3;3.722631261498355e-08;иулитта
иулия;Ж;83;1.0299279823478783e-06;иулия
иуния;Ж;15;1.8613156307491775e-07;иуния
ифигения;Ж;6;7.44526252299671e-08;ифигения
каздоя;Ж;1;1.2408770871661183e-08;каздоя
калида;Ж;13;1.6131402133159538e-07;калида
каллиникия;Ж;1;1.2408770871661183e-08;каллиникия
каллисфения;Ж;1;1.2408770871661183e-08;каллисфения
келестина;Ж;1;1.2408770871661183e-08;келестина
керкира;Ж;300;3.7226312614983547e-06;керкира
кетевань;Ж;1;1.2408770871661183e-08;кетевань
кириакия;Ж;2;2.4817541743322366e-08;кириакия
кириана;Ж;5;6.204385435830592e-08;кириана
кирила;Ж;29;3.598543552781743e-07;кирила
кирилла;Ж;1300;1.6131402133159537e-05;кирилла
кирьяна;Ж;8;9.927016697328946e-08;кирьяна
леонина;Ж;3;3.722631261498355e-08;леонина
лин;Ж;400;4.963508348664473e-06;лин
лота;Ж;18;2.233578756899013e-07;лота
лукина;Ж;3800;4.7153329312312493e-05;лукина
люцина;Ж;47;5.832122309680756e-07;люцина
маиса;Ж;25;3.1021927179152956e-07;маиса
май;М;1500;1.8613156307491774e-05;май
макрина;Ж;6;7.44526252299671e-08;макрина
максима;Ж;1800;2.233578756899013e-05;максима
мамелфа;Ж;1;1.2408770871661183e-08;мамелфа
мар;Ж;18200;0.00022583962986423353;мар
марлен;М;900;1.1167893784495064e-05;марлен
маруф;Ж;400;4.963508348664473e-06;маруф
меркурия;Ж;7;8.686139610162828e-08;меркурия
мерона;Ж;2;2.4817541743322366e-08;мерона
милен;М;200;2.4817541743322365e-06;милен
милютина;Ж;700;8.686139610162828e-06;милютина
мир;Ж;21200;0.00026306594247921706;мир
митродора;Ж;5;6.204385435830592e-08;митродора
модеста;Ж;4;4.963508348664473e-08;модеста
мстислава;Ж;200;2.4817541743322365e-06;мстислава
нада;Ж;300;3.7226312614983547e-06;нада
нида;Ж;17;2.109491048182401e-07;нида
никита;М;99700;0.00123715445590462;никита
нимфодора;Ж;10;1.2408770871661184e-07;нимфодора
олдама;Ж;1;1.2408770871661183e-08;олдама
олена;Ж;1400;1.7372279220325655e-05;олёна
олимпиодора;Ж;1;1.2408770871661183e-08;олимпиодора
орина;Ж;45;5.583946892247532e-07;орина
осия;Ж;14;1.7372279220325655e-07;осия
паллада;Ж;200;2.4817541743322365e-06;паллада
перегрина;Ж;3;3.722631261498355e-08;перегрина
перпетуя;Ж;2;2.4817541743322366e-08;перпетуя
петронилла;Ж;1;1.2408770871661183e-08;петронилла
пинна;Ж;300;3.7226312614983547e-06;пинна
поплия;Ж;1;1.2408770871661183e-08;поплия
препедигна;Ж;8;9.927016697328946e-08;препедигна
прискилла;Ж;16;1.9854033394657893e-07;прискилла
просдока;Ж;15;1.8613156307491775e-07;просдока
радость;Ж;14000;0.00017372279220325657;радость
рема;Ж;545;6.762780125055345e-06;рема
савватия;Ж;866;1.0745995574858584e-05;савватия
савина;Ж;60000;0.000744526252299671;савина
севастиана;Ж;13;1.6131402133159538e-07;севастиана
северина;Ж;5000;6.204385435830592e-05;северина
секлетея;Ж;20;2.4817541743322367e-07;секлетея
селина;Ж;11000;0.00013649647958827301;селина
серен;Ж;737;9.145264132414293e-06;серен
силвана;Ж;85;1.0547455240912005e-06;силвана
силвия;Ж;2000;2.4817541743322365e-05;силвия
синклитикия;Ж;15;1.8613156307491775e-07;синклитикия
сира;Ж;575;7.13504325120518e-06;сира
снандулия;Ж;18;2.233578756899013e-07;снандулия
сосанна;Ж;8;9.927016697328946e-08;сосанна
сосипатра;Ж;12;1.489052504599342e-07;сосипатра
тавифа;Ж;117;1.4518261919843584e-06;тавифа
татиана;Ж;3000;3.722631261498355e-05;татиана
текуса;Ж;22;2.72992959176546e-07;текуса
текуста;Ж;4;4.963508348664473e-08;текуста
тигрия;Ж;13;1.6131402133159538e-07;тигрия
тома;Ж;34000;0.00042189820963648024;тома
транквиллина;Ж;11;1.36496479588273e-07;транквиллина
трифена;Ж;15;1.8613156307491775e-07;трифена
трофима;Ж;34;4.218982096364802e-07;трофима
урбана;Ж;11000;0.00013649647958827301;урбана
феа;Ж;75;9.306578153745887e-07;феа
фектиста;Ж;1;1.2408770871661183e-08;фектиста
фекуса;Ж;14;1.7372279220325655e-07;фекуса
фелица;Ж;147;1.824089318134194e-06;фелица
фелицитата;Ж;19;2.3576664656156247e-07;фелицитата
феогния;Ж;14;1.7372279220325655e-07;феогния
феодота;Ж;14;1.7372279220325655e-07;феодота
феодула;Ж;10;1.2408770871661184e-07;феодула
феозва;Ж;15;1.8613156307491775e-07;феозва
феонилла;Ж;25;3.1021927179152956e-07;феонилла
феопистия;Ж;10;1.2408770871661184e-07;феопистия
фервуфа;Ж;11;1.36496479588273e-07;фервуфа
фессалоника;Ж;19;2.3576664656156247e-07;фессалоника
фессалоникия;Ж;9;1.1167893784495065e-07;фессалоникия
фефела;Ж;3;3.722631261498355e-08;фефёла
фива;Ж;83;1.0299279823478783e-06;фива
фивея;Ж;16;1.9854033394657893e-07;фивея
филарета;Ж;120;1.489052504599342e-06;филарета
филонилла;Ж;16;1.9854033394657893e-07;филонилла
филофея;Ж;27;3.3503681353485196e-07;филофея
флена;Ж;69;8.562051901446216e-07;флёна
флор;Ж;762;9.455483404205821e-06;флор
фомаида;Ж;15;1.8613156307491775e-07;фомаида
фортуната;Ж;45;5.583946892247532e-07;фортуната
хариса;Ж;46;5.708034600964144e-07;хариса
хина;Ж;270;3.350368135348519e-06;хина
хиона;Ж;9;1.1167893784495065e-07;хиона
хиония;Ж;57;7.072999396846874e-07;хиония
хотина;Ж;723;8.971541340211035e-06;хотина
хриса;Ж;32;3.9708066789315785e-07;хриса
хрисия;Ж;20;2.4817541743322367e-07;хрисия
целестина;Ж;30;3.722631261498355e-07;целестина
цецилия;Ж;120;1.489052504599342e-06;цецилия
эннафа;Ж;5;6.204385435830592e-08;эннафа
яздундокта;Ж;13;1.6131402133159538e-07;яздундокта
аарон;М;1000;1.2408770871661182e-05;аарон
абакум;М;65;8.065701066579769e-07;абакум
абрам;М;5000;6.204385435830592e-05;абрам
абросим;М;68;8.437964192729604e-07;абросим
аввакум;М;227;2.8167909878670885e-06;аввакум
август;М;9000;0.00011167893784495065;август
августин;М;3000;3.722631261498355e-05;августин
авдей;М;2000;2.4817541743322365e-05;авдей
авдий;М;119;1.4766437337276808e-06;авдий
авдикий;М;4;4.963508348664473e-08;авдикий
авель;М;655;8.127744920938075e-06;авель
авенир;М;763;9.467892175077483e-06;авенир
авентин;М;160;1.9854033394657894e-06;авентин
аверий;М;28;3.474455844065131e-07;аверий
аверкий;М;703;8.723365922777811e-06;аверкий
аверьян;М;940;1.1664244619361512e-05;аверьян
авив;М;81000;0.001005110440604556;авив
авим;М;35;4.343069805081414e-07;авим
авксентий;М;770;9.554753571179111e-06;авксентий
авраам;М;2000;2.4817541743322365e-05;авраам
авраамий;М;8;9.927016697328946e-08;авраамий
аврам;М;2000;2.4817541743322365e-05;аврам
аврамий;М;7;8.686139610162828e-08;аврамий
аврелиан;М;40;4.963508348664473e-07;аврелиан
аврелий;М;1000;1.2408770871661182e-05;аврелий
авсей;М;26;3.2262804266319076e-07;авсей
автоном;М;753;9.34380446636087e-06;автоном
агап;М;996;1.2359135788174538e-05;агап
агапей;М;1;1.2408770871661183e-08;агапей
агапий;М;327;4.057668075033207e-06;агапий
агапит;М;121;1.5014612754710032e-06;агапит
агафангел;М;53;6.576648561980427e-07;агафангел
агафон;М;1000;1.2408770871661182e-05;агафон
агафоник;М;10;1.2408770871661184e-07;агафоник
аггей;М;647;8.028474753964785e-06;аггей
агей;М;324;4.0204417624182235e-06;агей
аглай;М;16;1.9854033394657893e-07;аглай
адам;М;49000;0.000608029772711398;адам
адолий;М;6;7.44526252299671e-08;адолий
адонис;М;920;1.1416069201928288e-05;адонис
адриан;М;10000;0.00012408770871661184;адриан
адриян;М;97;1.2036507745511346e-06;адриян
азар;М;1000;1.2408770871661182e-05;азар
азарий;М;1000;1.2408770871661182e-05;азарий
азат;М;58000;0.0007197087105563486;азат
акакий;М;6000;7.44526252299671e-05;акакий
аким;М;11000;0.00013649647958827301;аким
акиндин;М;67;8.313876484012993e-07;акиндин
акинф;М;26;3.2262804266319076e-07;акинф
акинфий;М;52;6.452560853263815e-07;акинфий
аксентий;М;655;8.127744920938075e-06;аксентий
аксен;М;434;5.385406558300954e-06;аксён
албин;М;107;1.3277384832677466e-06;албин
алвиан;М;23;2.854017300482072e-07;алвиан
алевтин;М;298;3.6978137197550323e-06;алевтин
александр;М;5000000;0.062043854358305915;александр
алексей;М;300000;0.0037226312614983548;алексей
алексий;М;300;3.7226312614983547e-06;алексий
алеф;М;900;1.1167893784495064e-05;алеф
алим;М;2200;2.72992959176546e-05;алим
алип;М;18;2.233578756899013e-07;алип
алипий;М;2;2.4817541743322366e-08;алипий
алкивиад;М;1;1.2408770871661183e-08;алкивиад
алфей;М;8;9.927016697328946e-08;алфей
альберт;М;12900;0.00016007314424442925;альберт
альбин;М;73;9.058402736312664e-07;альбин
альвиан;М;12;1.489052504599342e-07;альвиан
альфред;М;1100;1.36496479588273e-05;альфред
амбросий;М;20;2.4817541743322367e-07;амбросий
амвросий;М;100;1.2408770871661182e-06;амвросий
амос;М;96;1.1912420036794737e-06;амос
амур;М;900;1.1167893784495064e-05;амур
амфилохий;М;3;3.722631261498355e-08;амфилохий
анан;М;17;2.109491048182401e-07;анан
ананий;М;100;1.2408770871661182e-06;ананий
анастасий;М;64;7.941613357863157e-07;анастасий
анатолий;М;69200;0.0008586869443189539;анатолий
андрей;М;400000;0.004963508348664473;андрей
андриан;М;400;4.963508348664473e-06;андриан
андриян;М;200;2.4817541743322365e-06;андриян
андрон;М;400;4.963508348664473e-06;андрон
андроний;М;4;4.963508348664473e-08;андроний
андроник;М;300;3.7226312614983547e-06;андроник
анект;М;2;2.4817541743322366e-08;анект
анемподист;М;2;2.4817541743322366e-08;анемподист
аникей;М;100;1.2408770871661182e-06;аникей
аникий;М;7;8.686139610162828e-08;аникий
аникита;М;67;8.313876484012993e-07;аникита
анин;М;55;6.82482397941365e-07;анин
анисий;М;8;9.927016697328946e-08;анисий
анисим;М;200;2.4817541743322365e-06;анисим
антиох;М;5;6.204385435830592e-08;антиох
антип;М;200;2.4817541743322365e-06;антип
антипа;М;9;1.1167893784495065e-07;антипа
антипий;М;2;2.4817541743322366e-08;антипий
антон;М;100000;0.0012408770871661183;антон
антоний;М;200;2.4817541743322365e-06;антоний
антонин;М;97;1.2036507745511346e-06;антонин
антроп;М;6;7.44526252299671e-08;антроп
антропий;М;1;1.2408770871661183e-08;антропий
ануфрий;М;45;5.583946892247532e-07;ануфрий
анфим;М;9;1.1167893784495065e-07;анфим
анфир;М;4;4.963508348664473e-08;анфир
аполит;М;1;1.2408770871661183e-08;аполит
аполлинарий;М;100;1.2408770871661182e-06;аполлинарий
аполлон;М;200;2.4817541743322365e-06;аполлон
аполлоний;М;1;1.2408770871661183e-08;аполлоний
аполлос;М;2;2.4817541743322366e-08;аполлос
ардалион;М;9;1.1167893784495065e-07;ардалион
ардальон;М;3;3.722631261498355e-08;ардальон
арест;М;17;2.109491048182401e-07;арест
ареф;М;14;1.7372279220325655e-07;ареф
арефий;М;89;1.1043806075778453e-06;арефий
ариан;М;100;1.2408770871661182e-06;ариан
арий;М;700;8.686139610162828e-06;арий
арион;М;71;8.81022731887944e-07;арион
аристарх;М;600;7.4452625229967095e-06;аристарх
аристид;М;8;9.927016697328946e-08;аристид
аркадий;М;8300;0.00010299279823478782;аркадий
армен;М;4400;5.45985918353092e-05;армен
арнольд;М;1000;1.2408770871661182e-05;арнольд
арон;М;200;2.4817541743322365e-06;арон
арсен;М;10100;0.00012532858580377795;арсен
арсений;М;6800;8.437964192729604e-05;арсений
арсентий;М;300;3.7226312614983547e-06;арсентий
артамон;М;23;2.854017300482072e-07;артамон
артемий;М;2600;3.2262804266319074e-05;артемий
артемон;М;70;8.686139610162828e-07;артемон
артем;М;100000;0.0012408770871661183;артём
артур;М;55300;0.0006862050292028634;артур
архимед;М;63;7.817525649146545e-07;архимед
архип;М;300;3.7226312614983547e-06;архип
асаф;М;61;7.569350231713321e-07;асаф
асафий;М;1;1.2408770871661183e-08;асафий
асир;М;1900;2.3576664656156247e-05;асир
аскольд;М;200;2.4817541743322365e-06;аскольд
асон;М;21;2.605841883048848e-07;асон
астафий;М;2;2.4817541743322366e-08;астафий
астерий;М;1;1.2408770871661183e-08;астерий
астион;М;6;7.44526252299671e-08;астион
аттик;М;17;2.109491048182401e-07;аттик
афанас;М;28;3.474455844065131e-07;афанас
афанасий;М;1100;1.36496479588273e-05;афанасий
афиноген;М;97;1.2036507745511346e-06;афиноген
афон;М;300;3.7226312614983547e-06;афон
афоний;М;2;2.4817541743322366e-08;афоний
африкан;М;18;2.233578756899013e-07;африкан
бенедикт;М;100;1.2408770871661182e-06;бенедикт
богдан;М;25200;0.0003127010259658618;богдан
болеслав;М;400;4.963508348664473e-06;болеслав
бонифат;М;3;3.722631261498355e-08;бонифат
бонифатий;М;3;3.722631261498355e-08;бонифатий
борис;М;26300;0.0003263506739246891;борис
борислав;М;3200;3.9708066789315784e-05;борислав
боян;М;200;2.4817541743322365e-06;боян
бронислав;М;400;4.963508348664473e-06;бронислав
будимир;М;100;1.2408770871661182e-06;будимир
вавила;М;13;1.6131402133159538e-07;вавила
вадим;М;74700;0.0009269351841130904;вадим
вакх;М;5;6.204385435830592e-08;вакх
валент;М;26;3.2262804266319076e-07;валент
валентин;М;18000;0.0002233578756899013;валентин
валер;М;95;1.1788332328078125e-06;валер
валериан;М;200;2.4817541743322365e-06;валериан
валерий;М;53000;0.0006576648561980427;валерий
валерьян;М;300;3.7226312614983547e-06;валерьян
варлам;М;64;7.941613357863157e-07;варлам
варламий;М;1;1.2408770871661183e-08;варламий
варнава;М;200;2.4817541743322365e-06;варнава
варсоноф;М;1;1.2408770871661183e-08;варсоноф
варсонофий;М;3;3.722631261498355e-08;варсонофий
варфоломей;М;200;2.4817541743322365e-06;варфоломей
василий;М;66500;0.0008251832629654687;василий
вассиан;М;2;2.4817541743322366e-08;вассиан
вацлав;М;200;2.4817541743322365e-06;вацлав
веденей;М;5;6.204385435830592e-08;веденей
велизар;М;21;2.605841883048848e-07;велизар
велимир;М;100;1.2408770871661182e-06;велимир
веналий;М;2;2.4817541743322366e-08;веналий
венедикт;М;100;1.2408770871661182e-06;венедикт
венер;М;500;6.204385435830591e-06;венер
вениамин;М;1800;2.233578756899013e-05;вениамин
венцеслав;М;66;8.189788775296381e-07;венцеслав
веньямин;М;21;2.605841883048848e-07;веньямин
вечеслав;М;300;3.7226312614983547e-06;вечеслав
виатор;М;2;2.4817541743322366e-08;виатор
викентий;М;300;3.7226312614983547e-06;викентий
виктор;М;100000;0.0012408770871661183;виктор
викторий;М;14;1.7372279220325655e-07;викторий
викторин;М;80;9.927016697328947e-07;викторин
викул;М;12;1.489052504599342e-07;викул
викула;М;3;3.722631261498355e-08;викула
вил;М;83;1.0299279823478783e-06;вил
вилен;М;200;2.4817541743322365e-06;вилен
виленин;М;4;4.963508348664473e-08;виленин
виссарион;М;2000;2.4817541743322365e-05;виссарион
вит;М;7000;8.686139610162828e-05;вит
виталий;М;919000;0.011403660431056627;виталий
виталик;М;160000;0.0019854033394657894;виталик
витольд;М;1000;1.2408770871661182e-05;витольд
владилен;М;3000;3.722631261498355e-05;владилен
владимир;М;3000000;0.03722631261498355;владимир
владислав;М;507000;0.00629124683193222;владислав
владлен;М;11000;0.00013649647958827301;владлен
влас;М;6000;7.44526252299671e-05;влас
власий;М;224;2.779564675252105e-06;власий
воислав;М;140;1.7372279220325656e-06;воислав
вонифат;М;21;2.605841883048848e-07;вонифат
вонифатий;М;28;3.474455844065131e-07;вонифатий
всеволод;М;27000;0.00033503681353485193;всеволод
всеслав;М;3000;3.722631261498355e-05;всеслав
вукол;М;41;5.087596057381085e-07;вукол
вышеслав;М;722;8.959132569339373e-06;вышеслав
вячеслав;М;600000;0.0074452625229967095;вячеслав
гавриил;М;4000;4.963508348664473e-05;гавриил
гаврил;М;3000;3.722631261498355e-05;гаврил
гаврила;М;1000;1.2408770871661182e-05;гаврила
гаврило;М;464;5.757669684450789e-06;гаврило
гаган;М;275;3.412411989706825e-06;гаган
гай;М;65000;0.0008065701066579769;гай
галактион;М;1000;1.2408770871661182e-05;галактион
гарасим;М;1000;1.2408770871661182e-05;гарасим
гаспар;М;684;8.487599276216249e-06;гаспар
гаян;М;534;6.626283645467072e-06;гаян
гвидон;М;277;3.4372295314501476e-06;гвидон
гедеон;М;2000;2.4817541743322365e-05;гедеон
гектор;М;998;1.2383953329917861e-05;гектор
геласий;М;16;1.9854033394657893e-07;геласий
гелий;М;443;5.497085496145904e-06;гелий
гений;М;6000;7.44526252299671e-05;гений
геннадий;М;312000;0.003871536511958289;геннадий
генрих;М;8000;9.927016697328946e-05;генрих
георгий;М;201000;0.0024941629452038976;георгий
геракл;М;443;5.497085496145904e-06;геракл
герасим;М;5000;6.204385435830592e-05;герасим
гервасий;М;66;8.189788775296381e-07;гервасий
герман;М;84000;0.0010423367532195393;герман
гермес;М;5000;6.204385435830592e-05;гермес
гермоген;М;142;1.762045463775888e-06;гермоген
герон;М;183;2.2708050695139965e-06;герон
геронтий;М;104;1.290512170652763e-06;геронтий
гиацинт;М;168;2.0846735064390785e-06;гиацинт
гигант;М;10000;0.00012408770871661184;гигант
гиларий;М;2;2.4817541743322366e-08;гиларий
глеб;М;117000;0.0014518261919843583;глеб
гликерий;М;4;4.963508348664473e-08;гликерий
гораций;М;145;1.7992717763908716e-06;гораций
горгий;М;60;7.44526252299671e-07;горгий
горгоний;М;24;2.978105009198684e-07;горгоний
гордей;М;7000;8.686139610162828e-05;гордей
гордий;М;1000;1.2408770871661182e-05;гордий
горислав;М;150;1.8613156307491774e-06;горислав
градислав;М;22;2.72992959176546e-07;градислав
григорий;М;210000;0.0026058418830488483;григорий
гурий;М;2000;2.4817541743322365e-05;гурий
гурьян;М;330;4.094894387648191e-06;гурьян
давид;М;111000;0.0013773735667543913;давид
давыд;М;3000;3.722631261498355e-05;давыд
далмат;М;53;6.576648561980427e-07;далмат
дан;М;11000;0.00013649647958827301;дан
даниил;М;303000;0.0037598575741133386;даниил
данил;М;451000;0.005596355663119193;данил
данила;М;110000;0.0013649647958827301;данила
данило;М;6000;7.44526252299671e-05;данило
дарий;М;3000;3.722631261498355e-05;дарий
дасий;М;12;1.489052504599342e-07;дасий
декабрист;М;258;3.2014628848885852e-06;декабрист
дементий;М;2000;2.4817541743322365e-05;дементий
демид;М;6000;7.44526252299671e-05;демид
демокрит;М;85;1.0547455240912005e-06;демокрит
демьян;М;9000;0.00011167893784495065;демьян
денис;М;1000000;0.012408770871661184;денис
денисий;М;41;5.087596057381085e-07;денисий
дим;М;1000;1.2408770871661182e-05;дим
димитрий;М;1200;1.4890525045993419e-05;димитрий
диомид;М;20;2.4817541743322367e-07;диомид
дионис;М;300;3.7226312614983547e-06;дионис
дионисий;М;85;1.0547455240912005e-06;дионисий
дмитрий;М;300000;0.0037226312614983548;дмитрий
добромир;М;52;6.452560853263815e-07;добромир
доброслав;М;100;1.2408770871661182e-06;доброслав
добрыня;М;300;3.7226312614983547e-06;добрыня
доминик;М;300;3.7226312614983547e-06;доминик
донат;М;200;2.4817541743322365e-06;донат
доримедонт;М;2;2.4817541743322366e-08;доримедонт
дормедонт;М;3;3.722631261498355e-08;дормедонт
дорофей;М;200;2.4817541743322365e-06;дорофей
досифей;М;3;3.722631261498355e-08;досифей
драгомир;М;200;2.4817541743322365e-06;драгомир
евангел;М;1;1.2408770871661183e-08;евангел
евген;М;2300;2.854017300482072e-05;евген
евгений;М;200000;0.0024817541743322367;евгений
евграф;М;100;1.2408770871661182e-06;евграф
евграфий;М;8;9.927016697328946e-08;евграфий
евдоким;М;200;2.4817541743322365e-06;евдоким
евлампий;М;300;3.7226312614983547e-06;евлампий
евлогий;М;8;9.927016697328946e-08;евлогий
евмен;М;4;4.963508348664473e-08;евмен
евмений;М;4;4.963508348664473e-08;евмений
евпатий;М;100;1.2408770871661182e-06;евпатий
евсей;М;200;2.4817541743322365e-06;евсей
евстафий;М;100;1.2408770871661182e-06;евстафий
евстахий;М;8;9.927016697328946e-08;евстахий
евстигней;М;88;1.091971836706184e-06;евстигней
евстрат;М;26;3.2262804266319076e-07;евстрат
евстратий;М;17;2.109491048182401e-07;евстратий
евтихий;М;5;6.204385435830592e-08;евтихий
евфимий;М;5;6.204385435830592e-08;евфимий
егор;М;45700;0.000567080828834916;егор
егорий;М;34;4.218982096364802e-07;егорий
елизар;М;200;2.4817541743322365e-06;елизар
елисей;М;900;1.1167893784495064e-05;елисей
елистрат;М;7;8.686139610162828e-08;елистрат
емельян;М;300;3.7226312614983547e-06;емельян
емилиан;М;6;7.44526252299671e-08;емилиан
емилий;М;1;1.2408770871661183e-08;емилий
епифан;М;100;1.2408770871661182e-06;епифан
епифаний;М;6;7.44526252299671e-08;епифаний
ераст;М;3;3.722631261498355e-08;ераст
еремей;М;200;2.4817541743322365e-06;еремей
ермак;М;3500;4.343069805081414e-05;ермак
ермил;М;87;1.0795630658345229e-06;ермил
ермила;М;2;2.4817541743322366e-08;ермила
ермилий;М;1;1.2408770871661183e-08;ермилий
ермолай;М;100;1.2408770871661182e-06;ермолай
ерофей;М;500;6.204385435830591e-06;ерофей
ефим;М;1900;2.3576664656156247e-05;ефим
ефимий;М;9;1.1167893784495065e-07;ефимий
ефрем;М;400;4.963508348664473e-06;ефрем
ефремий;М;3;3.722631261498355e-08;ефремий
захар;М;5000;6.204385435830592e-05;захар
захарий;М;81;1.0051104406045559e-06;захарий
зенон;М;51;6.328473144547203e-07;зенон
зиновей;М;8;9.927016697328946e-08;зиновей
зиновий;М;300;3.7226312614983547e-06;зиновий
зинон;М;3;3.722631261498355e-08;зинон
зосим;М;92;1.1416069201928289e-06;зосим
зотик;М;22;2.72992959176546e-07;зотик
