key;gender;frequency;probability;yoform
ксанф;М;5;6.204385435830592e-08;ксанф
куарт;М;2;2.4817541743322366e-08;куарт
кукша;М;75;9.306578153745887e-07;кукша
кутоний;М;1;1.2408770871661183e-08;кутоний
ладимир;М;1000;1.2408770871661182e-05;ладимир
лактион;М;15;1.8613156307491775e-07;лактион
лампад;М;4;4.963508348664473e-08;лампад
ларг;М;14;1.7372279220325655e-07;ларг
лексей;М;1000;1.2408770871661182e-05;лексей
лель;М;2000;2.4817541743322365e-05;лель
ленин;М;9000;0.00011167893784495065;ленин
леонт;М;21;2.605841883048848e-07;леонт
либерат;М;1;1.2408770871661183e-08;либерат
ливаний;М;1;1.2408770871661183e-08;ливаний
ливий;М;73;9.058402736312664e-07;ливий
ликарион;М;62;7.693437940429933e-07;ликарион
лимний;М;1;1.2408770871661183e-08;лимний
лиодор;М;3;3.722631261498355e-08;лиодор
липат;М;37;4.5912452225146374e-07;липат
листрат;М;9;1.1167893784495065e-07;листрат
логгин;М;9;1.1167893784495065e-07;логгин
лолий;М;7;8.686139610162828e-08;лолий
лоллий;М;10;1.2408770871661184e-07;лоллий
лот;М;18000;0.0002233578756899013;лот
лукий;М;146;1.8116805472625328e-06;лукий
лукиллиан;М;2;2.4817541743322366e-08;лукиллиан
луп;М;716;8.884679944109407e-06;луп
лупан;М;2000;2.4817541743322365e-05;лупан
лучезар;М;916;1.1366434118441643e-05;лучезар
людмил;М;699;8.673730839291166e-06;людмил
люций;М;251;3.114601488786957e-06;люций
мавр;М;915;1.1354025347569982e-05;мавр
мавродий;М;549;6.81241520854199e-06;мавродий
мавсима;М;8;9.927016697328946e-08;мавсима
магистриан;М;1;1.2408770871661183e-08;магистриан
магн;М;35;4.343069805081414e-07;магн
македон;М;1000;1.2408770871661182e-05;македон
македоний;М;22;2.72992959176546e-07;македоний
макровий;М;4;4.963508348664473e-08;макровий
максентий;М;2;2.4817541743322366e-08;максентий
максиан;М;33;4.0948943876481905e-07;максиан
мал;М;3000;3.722631261498355e-05;мал
малафей;М;356;4.417522430311381e-06;малафей
малахия;М;9;1.1167893784495065e-07;малахия
малей;М;1000;1.2408770871661182e-05;малей
мамант;М;41;5.087596057381085e-07;мамант
мануйло;М;491;6.092706497985641e-06;мануйло
мардоний;М;1;1.2408770871661183e-08;мардоний
марес;М;49;6.080297727113979e-07;марес
маресий;М;1;1.2408770871661183e-08;маресий
марий;М;520000;0.006452560853263815;марий
маркелл;М;164;2.035038422952434e-06;маркелл
маркеллин;М;1;1.2408770871661183e-08;маркеллин
маркий;М;9;1.1167893784495065e-07;маркий
марон;М;460;5.708034600964144e-06;марон
марсалий;М;3;3.722631261498355e-08;марсалий
мартиан;М;10;1.2408770871661184e-07;мартиан
матфей;М;505;6.266429290188898e-06;матфей
матфий;М;13;1.6131402133159538e-07;матфий
мемнон;М;10;1.2408770871661184e-07;мемнон
менандр;М;1;1.2408770871661183e-08;менандр
меней;М;14;1.7372279220325655e-07;меней
менелай;М;13;1.6131402133159538e-07;менелай
микита;М;2000;2.4817541743322365e-05;микита
микифор;М;2;2.4817541743322366e-08;микифор
милетий;М;13;1.6131402133159538e-07;милетий
милован;М;851;1.0559864011783667e-05;милован
милонег;М;49;6.080297727113979e-07;милонег
милорад;М;190;2.357666465615625e-06;милорад
милютин;М;5000;6.204385435830592e-05;милютин
миней;М;41;5.087596057381085e-07;миней
минеон;М;1;1.2408770871661183e-08;минеон
миракс;М;410;5.087596057381085e-06;миракс
мисаил;М;106;1.3153297123960854e-06;мисаил
митродор;М;3;3.722631261498355e-08;митродор
навкратий;М;2;2.4817541743322366e-08;навкратий
наль;М;97;1.2036507745511346e-06;наль
наркисс;М;3;3.722631261498355e-08;наркисс
нарс;М;133;1.6503665259309374e-06;нарс
нарцисс;М;450;5.583946892247532e-06;нарцисс
наталий;М;149;1.8489068598775162e-06;наталий
нафан;М;32;3.9708066789315785e-07;нафан
нафанаил;М;173;2.1467173607973845e-06;нафанаил
неемия;М;24;2.978105009198684e-07;неемия
неон;М;2000;2.4817541743322365e-05;неон
неофит;М;909;1.1279572722340015e-05;неофит
нигер;М;13000;0.00016131402133159537;нигер
никий;М;15;1.8613156307491775e-07;никий
никола;М;15000;0.00018613156307491774;никола
никострат;М;1;1.2408770871661183e-08;никострат
никтополион;М;2;2.4817541743322366e-08;никтополион
нимфа;Ж;1000;1.2408770871661182e-05;нимфа
нирс;М;77;9.55475357117911e-07;нирс
нирса;М;11;1.36496479588273e-07;нирса
нит;М;7000;8.686139610162828e-05;нит
нифантий;М;2;2.4817541743322366e-08;нифантий
новомир;М;101;1.2532858580377794e-06;новомир
нонн;М;12;1.489052504599342e-07;нонн
океан;М;7000;8.686139610162828e-05;океан
олимп;М;17000;0.00021094910481824012;олимп
олимпан;М;2;2.4817541743322366e-08;олимпан
олимпиад;М;62;7.693437940429933e-07;олимпиад
олимпиан;М;1;1.2408770871661183e-08;олимпиан
ольвиан;М;2;2.4817541743322366e-08;ольвиан
онисий;М;4;4.963508348664473e-08;онисий
онисифор;М;29;3.598543552781743e-07;онисифор
павсикакий;М;19;2.3576664656156247e-07;павсикакий
пактовий;М;2;2.4817541743322366e-08;пактовий
палагей;М;13;1.6131402133159538e-07;палагей
палатин;М;177;2.1963524442840293e-06;палатин
памфалон;М;1;1.2408770871661183e-08;памфалон
памфамир;М;1;1.2408770871661183e-08;памфамир
пантелеимон;М;44;5.45985918353092e-07;пантелеимон
панфер;М;26;3.2262804266319076e-07;панфёр
панхарий;М;1;1.2408770871661183e-08;панхарий
папий;М;206;2.5562067995622037e-06;папий
папила;М;1;1.2408770871661183e-08;папила
пард;М;74;9.182490445029275e-07;пард
паригорий;М;3;3.722631261498355e-08;паригорий
пармений;М;4;4.963508348664473e-08;пармений
парод;М;15;1.8613156307491775e-07;парод
патермуфий;М;2;2.4817541743322366e-08;патермуфий
патров;М;187;2.3204401530006413e-06;патров
патрокл;М;35;4.343069805081414e-07;патрокл
пелагей;М;77;9.55475357117911e-07;пелагей
пелей;М;14;1.7372279220325655e-07;пелей
пелий;М;5;6.204385435830592e-08;пелий
пеон;М;14;1.7372279220325655e-07;пеон
перегрин;М;67;8.313876484012993e-07;перегрин
пересвет;М;13000;0.00016131402133159537;пересвет
перфил;М;16;1.9854033394657893e-07;перфил
петроний;М;22;2.72992959176546e-07;петроний
пион;М;403;5.000734661279457e-06;пион
пионий;М;1;1.2408770871661183e-08;пионий
пиор;М;9;1.1167893784495065e-07;пиор
пирр;М;4000;4.963508348664473e-05;пирр
пист;М;16;1.9854033394657893e-07;пист
питирим;М;83;1.0299279823478783e-06;питирим
плутарх;М;33;4.0948943876481905e-07;плутарх
полиен;М;10;1.2408770871661184e-07;полиен
полихроний;М;5;6.204385435830592e-08;полихроний
полувий;М;1;1.2408770871661183e-08;полувий
полуект;М;1;1.2408770871661183e-08;полуект
полуэкт;М;71;8.81022731887944e-07;полуэкт
помпей;М;174;2.1591261316690457e-06;помпей
помпий;М;7;8.686139610162828e-08;помпий
понтий;М;626;7.7678905656599e-06;понтий
потит;М;2;2.4817541743322366e-08;потит
преп;М;1000;1.2408770871661182e-05;преп
приск;М;30;3.722631261498355e-07;приск
прокесс;М;2;2.4817541743322366e-08;прокесс
прокул;М;1;1.2408770871661183e-08;прокул
прот;М;507;6.29124683193222e-06;прот
протерий;М;1;1.2408770871661183e-08;протерий
протоген;М;2;2.4817541743322366e-08;протоген
псой;М;74;9.182490445029275e-07;псой
птоломей;М;16;1.9854033394657893e-07;птоломей
публий;М;32;3.9708066789315785e-07;публий
пуд;М;298;3.6978137197550323e-06;пуд
равула;М;2;2.4817541743322366e-08;равула
радим;М;2000;2.4817541743322365e-05;радим
рафил;М;384;4.764968014717895e-06;рафил
реас;М;74;9.182490445029275e-07;реас
рев;М;626;7.7678905656599e-06;рев
ревмир;М;101;1.2532858580377794e-06;ревмир
ревокат;М;2;2.4817541743322366e-08;ревокат
рикс;М;306;3.797083886728322e-06;рикс
ромодан;М;2000;2.4817541743322365e-05;ромодан
ромул;М;327;4.057668075033207e-06;ромул
рубентий;М;2;2.4817541743322366e-08;рубентий
рустик;М;5000;6.204385435830592e-05;рустик
руф;М;2000;2.4817541743322365e-05;руф
руфин;М;231;2.8664260713537333e-06;руфин
савастьян;М;16;1.9854033394657893e-07;савастьян
савин;М;42000;0.0005211683766097697;савин
савиниан;М;14;1.7372279220325655e-07;савиниан
садко;М;2000;2.4817541743322365e-05;садко
садок;М;876;1.0870083283575195e-05;садок
садоф;М;2;2.4817541743322366e-08;садоф
садофий;М;2;2.4817541743322366e-08;садофий
саламан;М;95;1.1788332328078125e-06;саламан
сальвий;М;2;2.4817541743322366e-08;сальвий
самей;М;67;8.313876484012993e-07;самей
самон;М;122;1.5138700463426642e-06;самон
сампсон;М;15;1.8613156307491775e-07;сампсон
сарвил;М;3;3.722631261498355e-08;сарвил
сасоний;М;1;1.2408770871661183e-08;сасоний
сатир;М;240;2.978105009198684e-06;сатир
саторин;М;40;4.963508348664473e-07;саторин
саторнин;М;1;1.2408770871661183e-08;саторнин
сатурнин;М;1;1.2408770871661183e-08;сатурнин
светлан;М;769;9.54234480030745e-06;светлан
световид;М;36;4.467157513798026e-07;световид
светолик;М;3;3.722631261498355e-08;светолик
севериан;М;23;2.854017300482072e-07;севериан
севир;М;18;2.233578756899013e-07;севир
секунд;М;757;9.393439549847515e-06;секунд
селевкий;М;1;1.2408770871661183e-08;селевкий
селиний;М;1;1.2408770871661183e-08;селиний
сивел;М;47;5.832122309680756e-07;сивел
сигиц;М;1;1.2408770871661183e-08;сигиц
сигней;М;12;1.489052504599342e-07;сигней
сикст;М;8;9.927016697328946e-08;сикст
сила;М;13000;0.00016131402133159537;сила
силан;М;153;1.898541943364161e-06;силан
силван;М;6;7.44526252299671e-08;силван
силвестр;М;39;4.839420639947861e-07;силвестр
силуан;М;66;8.189788775296381e-07;силуан
силуян;М;75;9.306578153745887e-07;силуян
сим;М;25000;0.0003102192717915296;сим
симфориан;М;1;1.2408770871661183e-08;симфориан
сисой;М;10;1.2408770871661184e-07;сисой
смарагд;М;96;1.1912420036794737e-06;смарагд
сопрон;М;3;3.722631261498355e-08;сопрон
сосипатр;М;32;3.9708066789315785e-07;сосипатр
соссий;М;5;6.204385435830592e-08;соссий
софония;М;3;3.722631261498355e-08;софония
спас;М;22000;0.00027299295917654603;спас
спирид;М;32;3.9708066789315785e-07;спирид
стахей;М;12;1.489052504599342e-07;стахей
стахий;М;122;1.5138700463426642e-06;стахий
стоян;М;6000;7.44526252299671e-05;стоян
стратилат;М;159;1.972994568594128e-06;стратилат
стратон;М;214;2.6554769665354933e-06;стратон
стратоник;М;4;4.963508348664473e-08;стратоник
стратор;М;18;2.233578756899013e-07;стратор
сухий;М;709;8.797818548007779e-06;сухий
таврион;М;62;7.693437940429933e-07;таврион
тарах;М;18;2.233578756899013e-07;тарах
таричан;М;1;1.2408770871661183e-08;таричан
твердислав;М;593;7.3584011268950815e-06;твердислав
творимир;М;769;9.54234480030745e-06;творимир
тертий;М;109;1.3525560250110688e-06;тертий
тиберий;М;239;2.965696238327023e-06;тиберий
тивуртий;М;1;1.2408770871661183e-08;тивуртий
тигр;М;7000;8.686139610162828e-05;тигр
тигрий;М;53;6.576648561980427e-07;тигрий
тимолай;М;4;4.963508348664473e-08;тимолай
тимон;М;3000;3.722631261498355e-05;тимон
тихик;М;3;3.722631261498355e-08;тихик
товий;М;46;5.708034600964144e-07;товий
товия;М;3;3.722631261498355e-08;товия
том;М;15000;0.00018613156307491774;том
торкват;М;1;1.2408770871661183e-08;торкват
транквиллин;М;4;4.963508348664473e-08;транквиллин
тривимий;М;1;1.2408770871661183e-08;тривимий
трифан;М;683;8.475190505344589e-06;трифан
трифил;М;1;1.2408770871661183e-08;трифил
турвон;М;3;3.722631261498355e-08;турвон
уар;М;366;4.541610139027993e-06;уар
увар;М;95;1.1788332328078125e-06;увар
увеналий;М;2;2.4817541743322366e-08;увеналий
укол;М;94;1.1664244619361513e-06;укол
ульян;М;2000;2.4817541743322365e-05;ульян
урбан;М;500;6.204385435830591e-06;урбан
урван;М;10;1.2408770871661184e-07;урван
уриил;М;2;2.4817541743322366e-08;уриил
урош;М;25;3.1021927179152956e-07;урош
устим;М;46;5.708034600964144e-07;устим
устин;М;200;2.4817541743322365e-06;устин
фабий;М;2;2.4817541743322366e-08;фабий
фал;М;8;9.927016697328946e-08;фал
фалалей;М;9;1.1167893784495065e-07;фалалей
фалей;М;50;6.204385435830591e-07;фалей
фан;М;3800;4.7153329312312493e-05;фан
фантин;М;2;2.4817541743322366e-08;фантин
феб;М;11;1.36496479588273e-07;феб
федр;М;200;2.4817541743322365e-06;федр
федул;М;26;3.2262804266319076e-07;федул
фелициан;М;1;1.2408770871661183e-08;фелициан
фемистокл;М;5;6.204385435830592e-08;фемистокл
феникс;М;1600;1.9854033394657892e-05;феникс
феогност;М;3;3.722631261498355e-08;феогност
феодор;М;61;7.569350231713321e-07;феодор
феодот;М;5;6.204385435830592e-08;феодот
ферм;М;24;2.978105009198684e-07;ферм
фетис;М;6;7.44526252299671e-08;фетис
филикс;М;1;1.2408770871661183e-08;филикс
филит;М;9;1.1167893784495065e-07;филит
филл;М;76;9.430665862462499e-07;филл
филолог;М;800;9.927016697328946e-06;филолог
филон;М;100;1.2408770871661182e-06;филон
философ;М;200;2.4817541743322365e-06;философ
флер;М;100;1.2408770871661182e-06;флёр
флорентий;М;9;1.1167893784495065e-07;флорентий
флорентин;М;56;6.948911688130262e-07;флорентин
флориан;М;23;2.854017300482072e-07;флориан
фортун;М;18;2.233578756899013e-07;фортун
фортунат;М;65;8.065701066579769e-07;фортунат
фот;М;200;2.4817541743322365e-06;фот
фотин;М;100;1.2408770871661182e-06;фотин
фофан;М;11;1.36496479588273e-07;фофан
фурс;М;300;3.7226312614983547e-06;фурс
фусик;М;1;1.2408770871661183e-08;фусик
харалампий;М;6;7.44526252299671e-08;харалампий
харит;М;5;6.204385435830592e-08;харит
харитоний;М;1;1.2408770871661183e-08;харитоний
харлам;М;27;3.3503681353485196e-07;харлам
хрисан;М;11;1.36496479588273e-07;хрисан
христиан;М;2000;2.4817541743322365e-05;христиан
худион;М;1;1.2408770871661183e-08;худион
цветан;М;943;1.1701470931976495e-05;цветан
цезарь;М;6000;7.44526252299671e-05;цезарь
целестин;М;11;1.36496479588273e-07;целестин
шалва;М;805;9.989060551687252e-06;шалва
эгидий;М;5;6.204385435830592e-08;эгидий
эдикт;М;55;6.82482397941365e-07;эдикт
элий;М;54;6.700736270697039e-07;элий
элим;М;251;3.114601488786957e-06;элим
эней;М;177;2.1963524442840293e-06;эней
эразм;М;167;2.0722647355674173e-06;эразм
ювентин;М;6;7.44526252299671e-08;ювентин
юст;М;2000;2.4817541743322365e-05;юст
юстин;М;223;2.7671559043804437e-06;юстин
юстиниан;М;105;1.3029209415244242e-06;юстиниан
язон;М;70;8.686139610162828e-07;язон
якун;М;29;3.598543552781743e-07;якун
яфет;М;28;3.474455844065131e-07;яфет
