key;gender;frequency;probability;original_name;yoform
захарьич;М;81;1.0051104406045559e-06;захарий;захарьич
звезданович;М;2;2.4817541743322366e-08;звездан;звезданович
звездановна;Ж;2;2.4817541743322366e-08;звездан;звездановна
зевинович;М;18;2.233578756899013e-07;зевин;зевинович
зевиновна;Ж;18;2.233578756899013e-07;зевин;зевиновна
зенонович;М;51;6.328473144547203e-07;зенон;зенонович
зеноновна;Ж;51;6.328473144547203e-07;зенон;зеноновна
зеноныч;М;51;6.328473144547203e-07;зенон;зеноныч
зинич;М;2900;3.598543552781743e-05;зина;зинич
зинична;Ж;2900;3.598543552781743e-05;зина;зинична
зинович;М;2900;3.598543552781743e-05;зина;зинович
зиновна;Ж;2900;3.598543552781743e-05;зина;зиновна
зиновиевич;М;300;3.7226312614983547e-06;зиновий;зиновиевич
зиновиевна;Ж;300;3.7226312614983547e-06;зиновий;зиновиевна
зиновьевич;М;300;3.7226312614983547e-06;зиновий;зиновьевич
зиновьевна;Ж;300;3.7226312614983547e-06;зиновий;зиновьевна
зиновьич;М;300;3.7226312614983547e-06;зиновий;зиновьич
зинонович;М;3;3.722631261498355e-08;зинон;зинонович
зиноновна;Ж;3;3.722631261498355e-08;зинон;зиноновна
зосимович;М;92;1.1416069201928289e-06;зосим;зосимович
зосимовна;Ж;92;1.1416069201928289e-06;зосим;зосимовна
зосимыч;М;95;1.1788332328078125e-06;зосима;зосимыч
зосимич;М;95;1.1788332328078125e-06;зосима;зосимич
зосимична;Ж;95;1.1788332328078125e-06;зосима;зосимична
зотович;М;32;3.9708066789315785e-07;зот;зотович
зотовна;Ж;32;3.9708066789315785e-07;зот;зотовна
зотыч;М;32;3.9708066789315785e-07;зот;зотыч
зотикович;М;22;2.72992959176546e-07;зотик;зотикович
зотиковна;Ж;22;2.72992959176546e-07;зотик;зотиковна
иакимович;М;3;3.722631261498355e-08;иаким;иакимович
иакимовна;Ж;3;3.722631261498355e-08;иаким;иакимовна
иакимыч;М;3;3.722631261498355e-08;иаким;иакимыч
иакинфович;М;8;9.927016697328946e-08;иакинф;иакинфович
иакинфовна;Ж;8;9.927016697328946e-08;иакинф;иакинфовна
иакович;М;32;3.9708066789315785e-07;иаков;иакович
иаковна;Ж;32;3.9708066789315785e-07;иаков;иаковна
иаковлевич;М;32;3.9708066789315785e-07;иаков;иаковлевич
иаковлевна;Ж;32;3.9708066789315785e-07;иаков;иаковлевна
ивич;М;1100;1.36496479588273e-05;ива;ивич
ивична;Ж;1100;1.36496479588273e-05;ива;ивична
иванович;М;200000;0.0024817541743322367;иван;иванович
ивановна;Ж;200000;0.0024817541743322367;иван;ивановна
иваныч;М;200000;0.0024817541743322367;иван;иваныч
игнатович;М;2300;2.854017300482072e-05;игнат;игнатович
игнатовна;Ж;2300;2.854017300482072e-05;игнат;игнатовна
игнатыч;М;2300;2.854017300482072e-05;игнат;игнатыч
игнатиевич;М;200;2.4817541743322365e-06;игнатий;игнатиевич
игнатиевна;Ж;200;2.4817541743322365e-06;игнатий;игнатиевна
игнатьевич;М;200;2.4817541743322365e-06;игнатий;игнатьевич
игнатьевна;Ж;200;2.4817541743322365e-06;игнатий;игнатьевна
игоревич;М;200000;0.0024817541743322367;игорь;игоревич
игоревна;Ж;200000;0.0024817541743322367;игорь;игоревна
игорич;М;200000;0.0024817541743322367;игорь;игорич
иезекиилевич;М;6;7.44526252299671e-08;иезекииль;иезекиилевич
иезекиилевна;Ж;6;7.44526252299671e-08;иезекииль;иезекиилевна
иеремиевич;М;7;8.686139610162828e-08;иеремия;иеремиевич
иеремиевна;Ж;7;8.686139610162828e-08;иеремия;иеремиевна
иеронимович;М;25;3.1021927179152956e-07;иероним;иеронимович
иеронимовна;Ж;25;3.1021927179152956e-07;иероним;иеронимовна
измаилович;М;9500;0.00011788332328078124;измаил;измаилович
измаиловна;Ж;9500;0.00011788332328078124;измаил;измаиловна
измайлович;М;9500;0.00011788332328078124;измаил;измайлович
измайловна;Ж;9500;0.00011788332328078124;измаил;измайловна
измаилыч;М;9500;0.00011788332328078124;измаил;измаилыч
измарагдович;М;1;1.2408770871661183e-08;измарагд;измарагдович
измарагдовна;Ж;1;1.2408770871661183e-08;измарагд;измарагдовна
изосимович;М;4;4.963508348664473e-08;изосим;изосимович
изосимовна;Ж;4;4.963508348664473e-08;изосим;изосимовна
изосимыч;М;4;4.963508348664473e-08;изосим;изосимыч
изотович;М;72;8.934315027596052e-07;изот;изотович
изотовна;Ж;72;8.934315027596052e-07;изот;изотовна
изотыч;М;72;8.934315027596052e-07;изот;изотыч
израилевич;М;100000;0.0012408770871661183;израиль;израилевич
израилевна;Ж;100000;0.0012408770871661183;израиль;израилевна
изяславович;М;1500;1.8613156307491774e-05;изяслав;изяславович
изяславовна;Ж;1500;1.8613156307491774e-05;изяслав;изяславовна
изяславич;М;1500;1.8613156307491774e-05;изяслав;изяславич
изяславна;Ж;1500;1.8613156307491774e-05;изяслав;изяславна
иисусович;М;300;3.7226312614983547e-06;иисус;иисусович
иисусовна;Ж;300;3.7226312614983547e-06;иисус;иисусовна
илариевич;М;10;1.2408770871661184e-07;иларий;илариевич
илариевна;Ж;10;1.2408770871661184e-07;иларий;илариевна
иларьевич;М;10;1.2408770871661184e-07;иларий;иларьевич
иларьевна;Ж;10;1.2408770871661184e-07;иларий;иларьевна
иларьич;М;10;1.2408770871661184e-07;иларий;иларьич
иларионович;М;100;1.2408770871661182e-06;иларион;иларионович
иларионовна;Ж;100;1.2408770871661182e-06;иларион;иларионовна
иларионыч;М;100;1.2408770871661182e-06;иларион;иларионыч
илианович;М;32;3.9708066789315785e-07;илиан;илианович
илиановна;Ж;32;3.9708066789315785e-07;илиан;илиановна
илиевич;М;200;2.4817541743322365e-06;илий;илиевич
илиевна;Ж;200;2.4817541743322365e-06;илий;илиевна
илиодорович;М;8;9.927016697328946e-08;илиодор;илиодорович
илиодоровна;Ж;8;9.927016697328946e-08;илиодор;илиодоровна
илиодорыч;М;8;9.927016697328946e-08;илиодор;илиодорыч
илларионович;М;300;3.7226312614983547e-06;илларион;илларионович
илларионовна;Ж;300;3.7226312614983547e-06;илларион;илларионовна
илларионыч;М;300;3.7226312614983547e-06;илларион;илларионыч
ильич;М;95800;0.0011887602495051412;илья;ильич
ильинична;Ж;95800;0.0011887602495051412;илья;ильинична
инарович;М;29;3.598543552781743e-07;инар;инарович
инаровна;Ж;29;3.598543552781743e-07;инар;инаровна
индисович;М;1;1.2408770871661183e-08;индис;индисович
индисовна;Ж;1;1.2408770871661183e-08;индис;индисовна
иннокентиевич;М;1300;1.6131402133159537e-05;иннокентий;иннокентиевич
иннокентиевна;Ж;1300;1.6131402133159537e-05;иннокентий;иннокентиевна
иннокентьевич;М;1300;1.6131402133159537e-05;иннокентий;иннокентьевич
иннокентьевна;Ж;1300;1.6131402133159537e-05;иннокентий;иннокентьевна
иннокентьич;М;1300;1.6131402133159537e-05;иннокентий;иннокентьич
иоакимович;М;2;2.4817541743322366e-08;иоаким;иоакимович
иоакимовна;Ж;2;2.4817541743322366e-08;иоаким;иоакимовна
иоаннович;М;200;2.4817541743322365e-06;иоанн;иоаннович
иоанновна;Ж;200;2.4817541743322365e-06;иоанн;иоанновна
иоасафович;М;1;1.2408770871661183e-08;иоасаф;иоасафович
иоасафовна;Ж;1;1.2408770871661183e-08;иоасаф;иоасафовна
иович;М;63;7.817525649146545e-07;иов;иович
иовна;Ж;63;7.817525649146545e-07;иов;иовна
ионович;М;1800;2.233578756899013e-05;ион;ионович
ионовна;Ж;1800;2.233578756899013e-05;ион;ионовна
ионыч;М;1800;2.233578756899013e-05;ион;ионыч
ионич;М;200;2.4817541743322365e-06;иона;ионич
ионична;Ж;200;2.4817541743322365e-06;иона;ионична
иорданович;М;200;2.4817541743322365e-06;иордан;иорданович
иордановна;Ж;200;2.4817541743322365e-06;иордан;иордановна
иосафатович;М;2;2.4817541743322366e-08;иосафат;иосафатович
иосафатовна;Ж;2;2.4817541743322366e-08;иосафат;иосафатовна
иосипович;М;16;1.9854033394657893e-07;иосип;иосипович
иосиповна;Ж;16;1.9854033394657893e-07;иосип;иосиповна
иосипыч;М;16;1.9854033394657893e-07;иосип;иосипыч
ипатович;М;200;2.4817541743322365e-06;ипат;ипатович
ипатовна;Ж;200;2.4817541743322365e-06;ипат;ипатовна
ипатыч;М;200;2.4817541743322365e-06;ипат;ипатыч
ипатиевич;М;96;1.1912420036794737e-06;ипатий;ипатиевич
ипатиевна;Ж;96;1.1912420036794737e-06;ипатий;ипатиевна
ипатьевич;М;96;1.1912420036794737e-06;ипатий;ипатьевич
ипатьевна;Ж;96;1.1912420036794737e-06;ипатий;ипатьевна
ипполитович;М;200;2.4817541743322365e-06;ипполит;ипполитович
ипполитовна;Ж;200;2.4817541743322365e-06;ипполит;ипполитовна
ипполитыч;М;200;2.4817541743322365e-06;ипполит;ипполитыч
ираклеонович;М;1;1.2408770871661183e-08;ираклеон;ираклеонович
ираклеоновна;Ж;1;1.2408770871661183e-08;ираклеон;ираклеоновна
ираклиевич;М;500;6.204385435830591e-06;ираклий;ираклиевич
ираклиевна;Ж;500;6.204385435830591e-06;ираклий;ираклиевна
иринархович;М;4;4.963508348664473e-08;иринарх;иринархович
иринарховна;Ж;4;4.963508348664473e-08;иринарх;иринарховна
иринеевич;М;11;1.36496479588273e-07;ириней;иринеевич
иринеевна;Ж;11;1.36496479588273e-07;ириней;иринеевна
ириниевич;М;1;1.2408770871661183e-08;ириний;ириниевич
ириниевна;Ж;1;1.2408770871661183e-08;ириний;ириниевна
ириньевич;М;1;1.2408770871661183e-08;ириний;ириньевич
ириньевна;Ж;1;1.2408770871661183e-08;ириний;ириньевна
иродионович;М;4;4.963508348664473e-08;иродион;иродионович
иродионовна;Ж;4;4.963508348664473e-08;иродион;иродионовна
исаакович;М;400;4.963508348664473e-06;исаак;исаакович
исааковна;Ж;400;4.963508348664473e-06;исаак;исааковна
исаакиевич;М;4;4.963508348664473e-08;исаакий;исаакиевич
исаакиевна;Ж;4;4.963508348664473e-08;исаакий;исаакиевна
исаиевич;М;3;3.722631261498355e-08;исаия;исаиевич
исаиевна;Ж;3;3.722631261498355e-08;исаия;исаиевна
исаевич;М;200;2.4817541743322365e-06;исай;исаевич
исаевна;Ж;200;2.4817541743322365e-06;исай;исаевна
исаич;М;200;2.4817541743322365e-06;исай;исаич
исаична;Ж;200;2.4817541743322365e-06;исай;исаична
исакович;М;300;3.7226312614983547e-06;исак;исакович
исаковна;Ж;300;3.7226312614983547e-06;исак;исаковна
исакиевич;М;5;6.204385435830592e-08;исакий;исакиевич
исакиевна;Ж;5;6.204385435830592e-08;исакий;исакиевна
исидорович;М;89;1.1043806075778453e-06;исидор;исидорович
исидоровна;Ж;89;1.1043806075778453e-06;исидор;исидоровна
казимирович;М;400;4.963508348664473e-06;казимир;казимирович
казимировна;Ж;400;4.963508348664473e-06;казимир;казимировна
казимирыч;М;400;4.963508348664473e-06;казимир;казимирыч
каевич;М;1000;1.2408770871661182e-05;кай;каевич
каевна;Ж;1000;1.2408770871661182e-05;кай;каевна
калистратович;М;17;2.109491048182401e-07;калистрат;калистратович
калистратовна;Ж;17;2.109491048182401e-07;калистрат;калистратовна
калистратыч;М;17;2.109491048182401e-07;калистрат;калистратыч
каллиникович;М;5;6.204385435830592e-08;каллиник;каллиникович
каллиниковна;Ж;5;6.204385435830592e-08;каллиник;каллиниковна
каллиопиевич;М;1;1.2408770871661183e-08;каллиопий;каллиопиевич
каллиопиевна;Ж;1;1.2408770871661183e-08;каллиопий;каллиопиевна
каллиопьевич;М;1;1.2408770871661183e-08;каллиопий;каллиопьевич
каллиопьевна;Ж;1;1.2408770871661183e-08;каллиопий;каллиопьевна
каллистович;М;2;2.4817541743322366e-08;каллист;каллистович
каллистовна;Ж;2;2.4817541743322366e-08;каллист;каллистовна
каллистратович;М;77;9.55475357117911e-07;каллистрат;каллистратович
каллистратовна;Ж;77;9.55475357117911e-07;каллистрат;каллистратовна
каллистратыч;М;77;9.55475357117911e-07;каллистрат;каллистратыч
каллисфенович;М;2;2.4817541743322366e-08;каллисфен;каллисфенович
каллисфеновна;Ж;2;2.4817541743322366e-08;каллисфен;каллисфеновна
камиллович;М;13;1.6131402133159538e-07;камилл;камиллович
камилловна;Ж;13;1.6131402133159538e-07;камилл;камилловна
кандидович;М;2;2.4817541743322366e-08;кандид;кандидович
кандидовна;Ж;2;2.4817541743322366e-08;кандид;кандидовна
кандидиевич;М;1;1.2408770871661183e-08;кандидий;кандидиевич
кандидиевна;Ж;1;1.2408770871661183e-08;кандидий;кандидиевна
капикович;М;8;9.927016697328946e-08;капик;капикович
капиковна;Ж;8;9.927016697328946e-08;капик;капиковна
капитонович;М;200;2.4817541743322365e-06;капитон;капитонович
капитоновна;Ж;200;2.4817541743322365e-06;капитон;капитоновна
капитоныч;М;200;2.4817541743322365e-06;капитон;капитоныч
карионович;М;6;7.44526252299671e-08;карион;карионович
карионовна;Ж;6;7.44526252299671e-08;карион;карионовна
карлович;М;1100;1.36496479588273e-05;карл;карлович
карловна;Ж;1100;1.36496479588273e-05;карл;карловна
карлыч;М;1100;1.36496479588273e-05;карл;карлыч
карпович;М;600;7.4452625229967095e-06;карп;карпович
карповна;Ж;600;7.4452625229967095e-06;карп;карповна
карпыч;М;600;7.4452625229967095e-06;карп;карпыч
кассианович;М;2;2.4817541743322366e-08;кассиан;кассианович
кассиановна;Ж;2;2.4817541743322366e-08;кассиан;кассиановна
касторович;М;25;3.1021927179152956e-07;кастор;касторович
касторовна;Ж;25;3.1021927179152956e-07;кастор;касторовна
кастрихиевич;М;1;1.2408770871661183e-08;кастрихий;кастрихиевич
кастрихиевна;Ж;1;1.2408770871661183e-08;кастрихий;кастрихиевна
касьянович;М;800;9.927016697328946e-06;касьян;касьянович
касьяновна;Ж;800;9.927016697328946e-06;касьян;касьяновна
касьяныч;М;800;9.927016697328946e-06;касьян;касьяныч
катунович;М;9;1.1167893784495065e-07;катун;катунович
катуновна;Ж;9;1.1167893784495065e-07;катун;катуновна
квартович;М;49;6.080297727113979e-07;кварт;квартович
квартовна;Ж;49;6.080297727113979e-07;кварт;квартовна
квинтович;М;100;1.2408770871661182e-06;квинт;квинтович
квинтовна;Ж;100;1.2408770871661182e-06;квинт;квинтовна
келестинович;М;1;1.2408770871661183e-08;келестин;келестинович
келестиновна;Ж;1;1.2408770871661183e-08;келестин;келестиновна
кесаревич;М;28;3.474455844065131e-07;кесарь;кесаревич
кесаревна;Ж;28;3.474455844065131e-07;кесарь;кесаревна
киевич;М;200;2.4817541743322365e-06;кий;киевич
киевна;Ж;200;2.4817541743322365e-06;кий;киевна
кимович;М;19400;0.00024073015491022696;ким;кимович
кимовна;Ж;19400;0.00024073015491022696;ким;кимовна
кимыч;М;19400;0.00024073015491022696;ким;кимыч
кионович;М;3;3.722631261498355e-08;кион;кионович
кионовна;Ж;3;3.722631261498355e-08;кион;кионовна
киприанович;М;14;1.7372279220325655e-07;киприан;киприанович
киприановна;Ж;14;1.7372279220325655e-07;киприан;киприановна
киприаныч;М;14;1.7372279220325655e-07;киприан;киприаныч
кирович;М;1400;1.7372279220325655e-05;кир;кирович
кировна;Ж;1400;1.7372279220325655e-05;кир;кировна
кирыч;М;1400;1.7372279220325655e-05;кир;кирыч
кириакович;М;16;1.9854033394657893e-07;кириак;кириакович
кириаковна;Ж;16;1.9854033394657893e-07;кириак;кириаковна
кирианович;М;1;1.2408770871661183e-08;кириан;кирианович
кириановна;Ж;1;1.2408770871661183e-08;кириан;кириановна
кирикович;М;700;8.686139610162828e-06;кирик;кирикович
кириковна;Ж;700;8.686139610162828e-06;кирик;кириковна
кирилич;М;29;3.598543552781743e-07;кирила;кирилич
кирилична;Ж;29;3.598543552781743e-07;кирила;кирилична
кириллович;М;74600;0.0009256943070259242;кирилл;кириллович
кирилловна;Ж;74600;0.0009256943070259242;кирилл;кирилловна
кириллыч;М;74600;0.0009256943070259242;кирилл;кириллыч
кирсанович;М;67;8.313876484012993e-07;кирсан;кирсанович
кирсановна;Ж;67;8.313876484012993e-07;кирсан;кирсановна
кирсаныч;М;67;8.313876484012993e-07;кирсан;кирсаныч
кирьякович;М;78;9.678841279895723e-07;кирьяк;кирьякович
кирьяковна;Ж;78;9.678841279895723e-07;кирьяк;кирьяковна
кирьянович;М;200;2.4817541743322365e-06;кирьян;кирьянович
кирьяновна;Ж;200;2.4817541743322365e-06;кирьян;кирьяновна
кирьяныч;М;200;2.4817541743322365e-06;кирьян;кирьяныч
кифич;М;59;7.321174814280098e-07;кифа;кифич
кифична;Ж;59;7.321174814280098e-07;кифа;кифична
клавдиевич;М;100;1.2408770871661182e-06;клавдий;клавдиевич
клавдиевна;Ж;100;1.2408770871661182e-06;клавдий;клавдиевна
клавдич;М;100;1.2408770871661182e-06;клавдий;клавдич
климович;М;1900;2.3576664656156247e-05;клим;климович
климовна;Ж;1900;2.3576664656156247e-05;клим;климовна
климентович;М;500;6.204385435830591e-06;климент;климентович
климентовна;Ж;500;6.204385435830591e-06;климент;климентовна
климентиевич;М;100;1.2408770871661182e-06;климентий;климентиевич
климентиевна;Ж;100;1.2408770871661182e-06;климентий;климентиевна
климентьевич;М;100;1.2408770871661182e-06;климентий;климентьевич
климентьевна;Ж;100;1.2408770871661182e-06;климентий;климентьевна
климентьич;М;100;1.2408770871661182e-06;климентий;климентьич
козьмич;М;200;2.4817541743322365e-06;козьма;козьмич
козьминична;Ж;200;2.4817541743322365e-06;козьма;козьминична
кондратович;М;500;6.204385435830591e-06;кондрат;кондратович
кондратовна;Ж;500;6.204385435830591e-06;кондрат;кондратовна
кондратыч;М;500;6.204385435830591e-06;кондрат;кондратыч
кондратьевич;М;100;1.2408770871661182e-06;кондратий;кондратьевич
кондратьевна;Ж;100;1.2408770871661182e-06;кондратий;кондратьевна
кондратьич;М;100;1.2408770871661182e-06;кондратий;кондратьич
лаврович;М;300;3.7226312614983547e-06;лавр;лаврович
лавровна;Ж;300;3.7226312614983547e-06;лавр;лавровна
лаврич;М;300;3.7226312614983547e-06;лавр;лаврич
лавренович;М;12;1.489052504599342e-07;лаврен;лавренович
лавреновна;Ж;12;1.489052504599342e-07;лаврен;лавреновна
лавреныч;М;12;1.489052504599342e-07;лаврен;лавреныч
лаврентиевич;М;500;6.204385435830591e-06;лаврентий;лаврентиевич
лаврентиевна;Ж;500;6.204385435830591e-06;лаврентий;лаврентиевна
лаврентьевич;М;500;6.204385435830591e-06;лаврентий;лаврентьевич
лаврентьевна;Ж;500;6.204385435830591e-06;лаврентий;лаврентьевна
лаврентьич;М;500;6.204385435830591e-06;лаврентий;лаврентьич
ладимирович;М;1000;1.2408770871661182e-05;ладимир;ладимирович
ладимировна;Ж;1000;1.2408770871661182e-05;ладимир;ладимировна
ладимирыч;М;1000;1.2408770871661182e-05;ладимир;ладимирыч
ладиславович;М;98;1.2160595454227958e-06;ладислав;ладиславович
ладиславовна;Ж;98;1.2160595454227958e-06;ладислав;ладиславовна
ладиславич;М;98;1.2160595454227958e-06;ладислав;ладиславич
ладиславна;Ж;98;1.2160595454227958e-06;ладислав;ладиславна
лазаревич;М;600;7.4452625229967095e-06;лазарь;лазаревич
лазаревна;Ж;600;7.4452625229967095e-06;лазарь;лазаревна
лазарич;М;600;7.4452625229967095e-06;лазарь;лазарич
лампадович;М;4;4.963508348664473e-08;лампад;лампадович
лампадовна;Ж;4;4.963508348664473e-08;лампад;лампадовна
ларгович;М;14;1.7372279220325655e-07;ларг;ларгович
ларговна;Ж;14;1.7372279220325655e-07;ларг;ларговна
ларионович;М;93;1.15401569106449e-06;ларион;ларионович
ларионовна;Ж;93;1.15401569106449e-06;ларион;ларионовна
ларионыч;М;93;1.15401569106449e-06;ларион;ларионыч
леандрович;М;2;2.4817541743322366e-08;леандр;леандрович
леандровна;Ж;2;2.4817541743322366e-08;леандр;леандровна
львович;М;9000;0.00011167893784495065;лев;львович
львовна;Ж;9000;0.00011167893784495065;лев;львовна
левкиевич;М;3;3.722631261498355e-08;левкий;левкиевич
левкиевна;Ж;3;3.722631261498355e-08;левкий;левкиевна
лелевич;М;2000;2.4817541743322365e-05;лель;лелевич
лелевна;Ж;2000;2.4817541743322365e-05;лель;лелевна
ленинович;М;9000;0.00011167893784495065;ленин;ленинович
лениновна;Ж;9000;0.00011167893784495065;ленин;лениновна
лениныч;М;9000;0.00011167893784495065;ленин;лениныч
леонович;М;48900;0.0006067888956242318;леон;леонович
леоновна;Ж;48900;0.0006067888956242318;леон;леоновна
леоныч;М;48900;0.0006067888956242318;леон;леоныч
леонардович;М;300;3.7226312614983547e-06;леонард;леонардович
леонардовна;Ж;300;3.7226312614983547e-06;леонард;леонардовна
леонидович;М;26200;0.000325109796837523;леонид;леонидович
леонидовна;Ж;26200;0.000325109796837523;леонид;леонидовна
леонидыч;М;26200;0.000325109796837523;леонид;леонидыч
леонтович;М;21;2.605841883048848e-07;леонт;леонтович
леонтовна;Ж;21;2.605841883048848e-07;леонт;леонтовна
леонтиевич;М;400;4.963508348664473e-06;леонтий;леонтиевич
леонтиевна;Ж;400;4.963508348664473e-06;леонтий;леонтиевна
леонтьевич;М;400;4.963508348664473e-06;леонтий;леонтьевич
леонтьевна;Ж;400;4.963508348664473e-06;леонтий;леонтьевна
леонтьич;М;400;4.963508348664473e-06;леонтий;леонтьич
либератович;М;1;1.2408770871661183e-08;либерат;либератович
либератовна;Ж;1;1.2408770871661183e-08;либерат;либератовна
ливаниевич;М;1;1.2408770871661183e-08;ливаний;ливаниевич
ливаниевна;Ж;1;1.2408770871661183e-08;ливаний;ливаниевна
ливериевич;М;2;2.4817541743322366e-08;ливерий;ливериевич
ливериевна;Ж;2;2.4817541743322366e-08;ливерий;ливериевна
ливерьевич;М;2;2.4817541743322366e-08;ливерий;ливерьевич
ливерьевна;Ж;2;2.4817541743322366e-08;ливерий;ливерьевна
ливерьич;М;2;2.4817541743322366e-08;ливерий;ливерьич
ливиевич;М;73;9.058402736312664e-07;ливий;ливиевич
ливиевна;Ж;73;9.058402736312664e-07;ливий;ливиевна
ликарионович;М;62;7.693437940429933e-07;ликарион;ликарионович
ликарионовна;Ж;62;7.693437940429933e-07;ликарион;ликарионовна
лимниевич;М;1;1.2408770871661183e-08;лимний;лимниевич
лимниевна;Ж;1;1.2408770871661183e-08;лимний;лимниевна
линович;М;400;4.963508348664473e-06;лин;линович
линовна;Ж;400;4.963508348664473e-06;лин;линовна
линыч;М;400;4.963508348664473e-06;лин;линыч
логвинович;М;400;4.963508348664473e-06;логвин;логвинович
логвиновна;Ж;400;4.963508348664473e-06;логвин;логвиновна
логвиныч;М;400;4.963508348664473e-06;логвин;логвиныч
логгинович;М;9;1.1167893784495065e-07;логгин;логгинович
логгиновна;Ж;9;1.1167893784495065e-07;логгин;логгиновна
логинович;М;300;3.7226312614983547e-06;логин;логинович
логиновна;Ж;300;3.7226312614983547e-06;логин;логиновна
логиныч;М;300;3.7226312614983547e-06;логин;логиныч
лолиевич;М;7;8.686139610162828e-08;лолий;лолиевич
лолиевна;Ж;7;8.686139610162828e-08;лолий;лолиевна
лоллиевич;М;10;1.2408770871661184e-07;лоллий;лоллиевич
лоллиевна;Ж;10;1.2408770871661184e-07;лоллий;лоллиевна
лонгинович;М;89;1.1043806075778453e-06;лонгин;лонгинович
лонгиновна;Ж;89;1.1043806075778453e-06;лонгин;лонгиновна
лонгиныч;М;89;1.1043806075778453e-06;лонгин;лонгиныч
лотович;М;18000;0.0002233578756899013;лот;лотович
лотовна;Ж;18000;0.0002233578756899013;лот;лотовна
лукич;М;1900;2.3576664656156247e-05;лука;лукич
лукинична;Ж;1900;2.3576664656156247e-05;лука;лукинична
лукианович;М;8;9.927016697328946e-08;лукиан;лукианович
лукиановна;Ж;8;9.927016697328946e-08;лукиан;лукиановна
лукиевич;М;146;1.8116805472625328e-06;лукий;лукиевич
лукиевна;Ж;146;1.8116805472625328e-06;лукий;лукиевна
лукиллианович;М;2;2.4817541743322366e-08;лукиллиан;лукиллианович
лукиллиановна;Ж;2;2.4817541743322366e-08;лукиллиан;лукиллиановна
лукьянович;М;200;2.4817541743322365e-06;лукьян;лукьянович
лукьяновна;Ж;200;2.4817541743322365e-06;лукьян;лукьяновна
лукьяныч;М;200;2.4817541743322365e-06;лукьян;лукьяныч
лупович;М;716;8.884679944109407e-06;луп;лупович
луповна;Ж;716;8.884679944109407e-06;луп;луповна
лучезарович;М;916;1.1366434118441643e-05;лучезар;лучезарович
лучезаровна;Ж;916;1.1366434118441643e-05;лучезар;лучезаровна
лучезарыч;М;916;1.1366434118441643e-05;лучезар;лучезарыч
любимович;М;1400;1.7372279220325655e-05;любим;любимович
любимовна;Ж;1400;1.7372279220325655e-05;любим;любимовна
любимыч;М;1400;1.7372279220325655e-05;любим;любимыч
маврович;М;915;1.1354025347569982e-05;мавр;маврович
мавровна;Ж;915;1.1354025347569982e-05;мавр;мавровна
маврикиевич;М;7800;9.678841279895723e-05;маврикий;маврикиевич
маврикиевна;Ж;7800;9.678841279895723e-05;маврикий;маврикиевна
маврикьевич;М;7800;9.678841279895723e-05;маврикий;маврикьевич
маврикьевна;Ж;7800;9.678841279895723e-05;маврикий;маврикьевна
мавродиевич;М;549;6.81241520854199e-06;мавродий;мавродиевич
мавродиевна;Ж;549;6.81241520854199e-06;мавродий;мавродиевна
мавсимич;М;8;9.927016697328946e-08;мавсима;мавсимич
мавсимична;Ж;8;9.927016697328946e-08;мавсима;мавсимична
магистрианович;М;1;1.2408770871661183e-08;магистриан;магистрианович
магистриановна;Ж;1;1.2408770871661183e-08;магистриан;магистриановна
магнович;М;35;4.343069805081414e-07;магн;магнович
магновна;Ж;35;4.343069805081414e-07;магн;магновна
маевич;М;1500;1.8613156307491774e-05;май;маевич
маевна;Ж;1500;1.8613156307491774e-05;май;маевна
майорович;М;1500;1.8613156307491774e-05;майор;майорович
майоровна;Ж;1500;1.8613156307491774e-05;майор;майоровна
макариевич;М;45;5.583946892247532e-07;макарий;макариевич
макариевна;Ж;45;5.583946892247532e-07;макарий;макариевна
макарьевич;М;45;5.583946892247532e-07;макарий;макарьевич
макарьевна;Ж;45;5.583946892247532e-07;макарий;макарьевна
македонович;М;1000;1.2408770871661182e-05;македон;македонович
македоновна;Ж;1000;1.2408770871661182e-05;македон;македоновна
македониевич;М;22;2.72992959176546e-07;македоний;македониевич
македониевна;Ж;22;2.72992959176546e-07;македоний;македониевна
макровиевич;М;4;4.963508348664473e-08;макровий;макровиевич
макровиевна;Ж;4;4.963508348664473e-08;макровий;макровиевна
максович;М;58500;0.0007259130959921792;макс;максович
максовна;Ж;58500;0.0007259130959921792;макс;максовна
максентиевич;М;2;2.4817541743322366e-08;максентий;максентиевич
максентиевна;Ж;2;2.4817541743322366e-08;максентий;максентиевна
максентьевич;М;2;2.4817541743322366e-08;максентий;максентьевич
максентьевна;Ж;2;2.4817541743322366e-08;максентий;максентьевна
максианович;М;33;4.0948943876481905e-07;максиан;максианович
максиановна;Ж;33;4.0948943876481905e-07;максиан;максиановна
максимович;М;200000;0.0024817541743322367;максим;максимович
максимовна;Ж;200000;0.0024817541743322367;максим;максимовна
максимыч;М;200000;0.0024817541743322367;максим;максимыч
максимианович;М;5;6.204385435830592e-08;максимиан;максимианович
максимиановна;Ж;5;6.204385435830592e-08;максимиан;максимиановна
максимианыч;М;5;6.204385435830592e-08;максимиан;максимианыч
максимилианович;М;200;2.4817541743322365e-06;максимилиан;максимилианович
максимилиановна;Ж;200;2.4817541743322365e-06;максимилиан;максимилиановна
максимильянович;М;100;1.2408770871661182e-06;максимильян;максимильянович
максимильяновна;Ж;100;1.2408770871661182e-06;максимильян;максимильяновна
максимильяныч;М;100;1.2408770871661182e-06;максимильян;максимильяныч
