key;gender;frequency;probability;original_name;yoform
фалеевна;Ж;50;6.204385435830591e-07;фалей;фалеевна
фалеич;М;50;6.204385435830591e-07;фалей;фалеич
фанович;М;3800;4.7153329312312493e-05;фан;фанович
фановна;Ж;3800;4.7153329312312493e-05;фан;фановна
фантинович;М;2;2.4817541743322366e-08;фантин;фантинович
фантиновна;Ж;2;2.4817541743322366e-08;фантин;фантиновна
фантиныч;М;2;2.4817541743322366e-08;фантин;фантиныч
фаустович;М;2000;2.4817541743322365e-05;фауст;фаустович
фаустовна;Ж;2000;2.4817541743322365e-05;фауст;фаустовна
фебович;М;11;1.36496479588273e-07;феб;фебович
фебовна;Ж;11;1.36496479588273e-07;феб;фебовна
федосович;М;785;9.740885134254028e-06;федос;федосович
федосовна;Ж;785;9.740885134254028e-06;федос;федосовна
федосыч;М;785;9.740885134254028e-06;федос;федосыч
федосеевич;М;212;2.630659424792171e-06;федосей;федосеевич
федосеевна;Ж;212;2.630659424792171e-06;федосей;федосеевна
федосеич;М;212;2.630659424792171e-06;федосей;федосеич
федосевна;Ж;212;2.630659424792171e-06;федосей;федосевна
федосиевич;М;851;1.0559864011783667e-05;федосий;федосиевич
федосиевна;Ж;851;1.0559864011783667e-05;федосий;федосиевна
федосьевич;М;851;1.0559864011783667e-05;федосий;федосьевич
федосьевна;Ж;851;1.0559864011783667e-05;федосий;федосьевна
федосьич;М;851;1.0559864011783667e-05;федосий;федосьич
федотович;М;4000;4.963508348664473e-05;федот;федотович
федотовна;Ж;4000;4.963508348664473e-05;федот;федотовна
федотыч;М;4000;4.963508348664473e-05;федот;федотыч
федотиевич;М;30;3.722631261498355e-07;федотий;федотиевич
федотиевна;Ж;30;3.722631261498355e-07;федотий;федотиевна
федотьевич;М;30;3.722631261498355e-07;федотий;федотьевич
федотьевна;Ж;30;3.722631261498355e-07;федотий;федотьевна
федотьич;М;30;3.722631261498355e-07;федотий;федотьич
федрович;М;200;2.4817541743322365e-06;федр;федрович
федровна;Ж;200;2.4817541743322365e-06;федр;федровна
федулович;М;26;3.2262804266319076e-07;федул;федулович
федуловна;Ж;26;3.2262804266319076e-07;федул;федуловна
федулыч;М;26;3.2262804266319076e-07;федул;федулыч
феликсович;М;23000;0.00028540173004820723;феликс;феликсович
феликсовна;Ж;23000;0.00028540173004820723;феликс;феликсовна
фелицианович;М;1;1.2408770871661183e-08;фелициан;фелицианович
фелициановна;Ж;1;1.2408770871661183e-08;фелициан;фелициановна
фемистоклович;М;5;6.204385435830592e-08;фемистокл;фемистоклович
фемистокловна;Ж;5;6.204385435830592e-08;фемистокл;фемистокловна
фениксович;М;1600;1.9854033394657892e-05;феникс;фениксович
фениксовна;Ж;1600;1.9854033394657892e-05;феникс;фениксовна
феногенович;М;5;6.204385435830592e-08;феноген;феногенович
феногеновна;Ж;5;6.204385435830592e-08;феноген;феногеновна
феногеныч;М;5;6.204385435830592e-08;феноген;феногеныч
феогностович;М;3;3.722631261498355e-08;феогност;феогностович
феогностовна;Ж;3;3.722631261498355e-08;феогност;феогностовна
феодорович;М;61;7.569350231713321e-07;феодор;феодорович
феодоровна;Ж;61;7.569350231713321e-07;феодор;феодоровна
феодосиевич;М;519;6.440152082392154e-06;феодосий;феодосиевич
феодосиевна;Ж;519;6.440152082392154e-06;феодосий;феодосиевна
феодотович;М;5;6.204385435830592e-08;феодот;феодотович
феодотовна;Ж;5;6.204385435830592e-08;феодот;феодотовна
феоктистович;М;826;1.0249644739992136e-05;феоктист;феоктистович
феоктистовна;Ж;826;1.0249644739992136e-05;феоктист;феоктистовна
феоктистыч;М;826;1.0249644739992136e-05;феоктист;феоктистыч
феонич;М;204;2.5313892578188813e-06;феона;феонич
феонична;Ж;204;2.5313892578188813e-06;феона;феонична
харалампиевич;М;6;7.44526252299671e-08;харалампий;харалампиевич
харалампиевна;Ж;6;7.44526252299671e-08;харалампий;харалампиевна
харитович;М;5;6.204385435830592e-08;харит;харитович
харитовна;Ж;5;6.204385435830592e-08;харит;харитовна
харитонович;М;3000;3.722631261498355e-05;харитон;харитонович
харитоновна;Ж;3000;3.722631261498355e-05;харитон;харитоновна
харитоныч;М;3000;3.722631261498355e-05;харитон;харитоныч
харитониевич;М;1;1.2408770871661183e-08;харитоний;харитониевич
харитониевна;Ж;1;1.2408770871661183e-08;харитоний;харитониевна
харитоньевич;М;1;1.2408770871661183e-08;харитоний;харитоньевич
харитоньевна;Ж;1;1.2408770871661183e-08;харитоний;харитоньевна
харламович;М;27;3.3503681353485196e-07;харлам;харламович
харламовна;Ж;27;3.3503681353485196e-07;харлам;харламовна
харламыч;М;27;3.3503681353485196e-07;харлам;харламыч
харлампович;М;70;8.686139610162828e-07;харламп;харлампович
харламповна;Ж;70;8.686139610162828e-07;харламп;харламповна
харлампыч;М;70;8.686139610162828e-07;харламп;харлампыч
харлампиевич;М;931;1.1552565681516561e-05;харлампий;харлампиевич
харлампиевна;Ж;931;1.1552565681516561e-05;харлампий;харлампиевна
харлампьевич;М;931;1.1552565681516561e-05;харлампий;харлампьевич
харлампьевна;Ж;931;1.1552565681516561e-05;харлампий;харлампьевна
харлампьич;М;931;1.1552565681516561e-05;харлампий;харлампьич
харлампич;М;931;1.1552565681516561e-05;харлампий;харлампич
хрисанович;М;11;1.36496479588273e-07;хрисан;хрисанович
хрисановна;Ж;11;1.36496479588273e-07;хрисан;хрисановна
хрисаныч;М;11;1.36496479588273e-07;хрисан;хрисаныч
хрисанфович;М;38;4.7153329312312494e-07;хрисанф;хрисанфович
хрисанфовна;Ж;38;4.7153329312312494e-07;хрисанф;хрисанфовна
хрисанфыч;М;38;4.7153329312312494e-07;хрисанф;хрисанфыч
христианович;М;2000;2.4817541743322365e-05;христиан;христианович
христиановна;Ж;2000;2.4817541743322365e-05;христиан;христиановна
христофорович;М;3000;3.722631261498355e-05;христофор;христофорович
христофоровна;Ж;3000;3.722631261498355e-05;христофор;христофоровна
христофорыч;М;3000;3.722631261498355e-05;христофор;христофорыч
худионович;М;1;1.2408770871661183e-08;худион;худионович
худионовна;Ж;1;1.2408770871661183e-08;худион;худионовна
